"ISSCAAP"	"TAXOCODE"	"3A_CODE"	"Scientific_name"	"English_name"	"French_name"	"Spanish_name"	"Author"	"Family"	"Order"	"Stats_data"
"38"	"1080400718"	"MUP"	"Mustelus palumbes"	"Whitespotted smooth-hound"	"Émissole palombe"	"Musola paloma"	"Smith 1957"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080400720"	"MPT"	"Mustelus punctulatus"	"Blackspotted smooth-hound"	"Émissole pointilée"	"Musola pimienta"	"Risso 1826"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080400721"	"MUW"	"Mustelus whitneyi"	"Humpback smooth-hound"	"Émissole piruche"	"Musola prieta"	"Chirichigno F. 1973"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"10804007XX"	"SDV"	"Mustelus spp"	"Smooth-hounds nei"	"Émissoles nca"	"Tollos nep"		"Triakidae"	"CARCHARHINIFORMES"	1
"38"	"1080401103"	"GAG"	"Galeorhinus galeus"	"Tope shark"	"Requin-hâ"	"Cazón"	"(Linnaeus 1758)"	"Triakidae"	"CARCHARHINIFORMES"	1
"38"	"1080402301"	"TTA"	"Triakis acutipinna"	"Sharpfin houndshark"	"Virli équatorien"	"Tollo del Ecuador"	"Kato 1968"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402302"	"LES"	"Triakis semifasciata"	"Leopard shark"	"Virli léopard"	"Tollo leopardo"	"Girard 1855"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402303"	"TTM"	"Triakis maculata"	"Spotted houndshark"	"Virli tacheté"	"Tollo manchado"	"Kner & Steindachner 1867"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402304"	"TTE"	"Triakis megalopterus"	"Sharptooth houndshark"	"Virli dentu"	"Tollo dentudo"	"(Smith 1839)"	"Triakidae"	"CARCHARHINIFORMES"	1
"38"	"1080402305"	"TTY"	"Triakis scyllium"	"Banded houndshark"	"Virli coro"	"Tollo rayado"	"Müller & Henle 1839"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402401"	"TIK"	"Iago garricki"	"Longnose houndshark"	"Requin-hâ long nez"	"Cazón picudo"	"Fourmanoir & Rivaton 1979"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402402"	"TIO"	"Iago omanensis"	"Bigeye houndshark"	"Requin-hâ à gros yeux"	"Cazón ojigrande"	"(Norman 1939)"	"Triakidae"	"CARCHARHINIFORMES"	0
"38"	"1080402501"	"TGF"	"Gogolia filewoodi"	"Sailback houndshark"	"Requin-hâ voile"	"Cazón velero"	"Compagno 1973"	"Triakidae"	"CARCHARHINIFORMES"	0
